DEF	15888408
NBA	15714432
EPA	15664730
RON	15544519
ORG	15392460
DAD	15136055
PAT	15087654
REG	14995986
NSW	14881736
EAR	14872850
PCI	14864704
TIE	14830885
IAN	14812893
MOD	14698596
BMW	14690982
CST	14620842
CEO	14610097
REP	14515807
MIT	14453361
SRI	14252518
TOE	14248601
API	14226160
URW	14107957
LAN	14086211
SMS	14066848
NEC	14001999
DEN	13641144
AUD	13636055
LIE	13533542
CRM	13533108
AMP	13421855
USC	13340286
AMD	13312952
EVE	13237067
PAD	13159201
ROD	13124744
HRS	13110679
SAD	13010129
CAL	12967326
POT	12927383
IMG	12922908
RPM	12872296
PEE	12811886
TVS	12782654
EGG	12766528
MHZ	12762988
LAT	12732598
SUR	12632510
REV	12575365
NYC	12475941
JAM	12468316
RIO	12362288
ARC	12229184
MRS	12206596
APP	12156802
ROY	12074809
ION	12074177
TIT	12036749
FED	12005354
BAN	11940116
ZUS	11935423
ENT	11872105
ODD	11871958
EXT	11830447
AMY	11734926
PHD	11665297
CRY	11624610
ZOO	11589578
AKA	11570453
TEE	11539905
CAD	11431260
TCP	11407040
DIR	11381802
VAL	11322492
GHZ	11189355
HUB	11188639
ENG	11144620
ACE	11134733
SUE	11086374
GBP	11077306
CHI	10981165
RFC	10936498
SEO	10916104
ISP	10914017
INS	10886378
JPG	10842679
SSL	10777825
OPT	10763778
FLU	10759905
MLB	10750904
RAP	10729871
TIN	10695557
OEM	10669811
RAT	10626001
DOS	10564148
PLC	10464669
MSG	10443091
COD	10426143
GEN	10369037
NHL	10338132
GEL	10294568
AAA	10243983
STD	10176759
VID	10132645
BBW	10093596
FDA	10063257
THY	10017433
TRI	9995307
PAL	9987022
MAT	9937738
TED	9926083
GYM	9872500
KDE	9872010
TAN	9747576
ALT	9681244
PIE	9681219
CBS	9672500
BOW	9663748
HON	9569133
ATM	9510909
COX	9503104
CMS	9461942
VIC	9452560
POS	9445257
NAV	9305379
CAB	9268943
IST	9244227
DAM	9204248
CNN	9199332
LIL	9197038
DAS	9195872
SYS	9167125
ICQ	9138506
DNS	9064219
PTY	9057527
SOX	9046134
TUB	8990811
ASH	8934811
ALI	8924192
TFT	8910613
JVC	8909854
CGI	8870927
POR	8804069
MEM	8778831
TAP	8770914
VII	8660788
BEE	8659734
CFR	8635553
PMC	8581311
MBA	8542630
PIT	8523152
MAG	8461577
GSM	8460675
DDR	8445959
REC	8441122
TON	8405500
GIF	8384163
GPL	8359813
IRC	8332867
BRA	8310230
PHI	8273448
MLS	8268707
COW	8267976
CET	8243582
PPC	8205779
DIV	8200687
ONS	8129510
AVI	8084386
IDE	8047346
RPG	8042611
TGP	8001985
LEO	7999564
DIY	7990525
ARG	7976318
GEO	7952815
DOE	7946613
ATI	7939891
WAL	7937298
ABS	7925063
SIM	7917540
RNA	7916693
RID	7877480
RIP	7811993
BUF	7790383
SOL	7742935
ECO	7736515
BAT	7725300
LIP	7697283
SAP	7694814
ICT	7635837
SKU	7583324
PTS	7529949
RRP	7524132
OOO	7491386
NHS	7447103
AYE	7441890
STE	7430971
COL	7402414
UNE	7347765
TEX	7342192
CIA	7338564
DOD	7322498
NEO	7316103
DIG	7292787
NAT	7285471
DPI	7260183
GIS	7259718
LOC	7253484
GUI	7157010
VER	7150746
RIM	7148785
ZEN	7146814
DIS	7141885
KAY	7122340
SER	7114069
FWD	7086252
AUS	7063525
HWY	7052767
NAM	7037733
GDP	7029981
PIG	7028841
LIT	7003064
UNA	6999910
ADA	6977809
YRS	6924463
FOO	6923081
GBA	6921458
SIG	6901508
DUO	6898480
FOG	6889832
STR	6871657
VIP	6851845
YEA	6831773
FUR	6824491
TAR	6815687
SOC	6796618
RUG	6759009
DEM	6736082
WAV	6732310
HAM	6710254
FBI	6697183
TBA	6666724
SIE	6665401
EVA	6646235
RCA	6634774
GST	6621639
BON	6619974
MAS	6602100
LEN	6596651
KAI	6593897
DOM	6590045
OBJ	6572150
JAR	6549211
COS	6519725
PAC	6515935
ERP	6511150
VPN	6498481
FCC	6495119
EDS	6486176
WAX	6472822
NUT	6455927
IRS	6436696
BYE	6427151
CDT	6426948
ANA	6422027
EAU	6374072
MIL	6366921
LAP	6338010
SAO	6318816
GMC	6293509
ASN	6225925
PPM	6193757
ANT	6182704
APT	6178351
INF	6171461
EOS	6169309
VCR	6160813
URI	6157239
GEM	6147908
PSI	6101411
PCT	6099347
QLD	6079639
PAS	6077603
GIG	6049004
SAS	6048241
LIZ	5991073
CCD	5988412
LLP	5951744
BOC	5949738
TMP	5929750
ATE	5929336
FIN	5916557
MUD	5915017
UNI	5909498
ALA	5842094
DIP	5839794
NBC	5838491
MPG	5811089
CAS	5805006
CIO	5798955
DOW	5798818
UPC	5794572
DUI	5793574
YEN	5792863
LID	5776418
PVC	5760922
ENB	5707514
TIL	5700373
WTO	5692621
HAY	5688403
ISA	5666214
PIX	5645638
MIC	5643454
ATA	5599667
NIL	5598171
PAM	5592553
COP	5581961
DIM	5575497
MAI	5551647
ABU	5524021
MTV	5486201
LEU	5480452
LOU	5451701
PGP	5444276
SIP	5430090
DEE	5393038
MAE	5375608
MEL	5372436
SIC	5357059
SEQ	5333625
WMA	5328087
CIR	5324062
ACM	5307185
IPS	5296775
DSC	5293523
MIA	5291817
WAN	5285316
GTK	5267304
IRA	5230695
SEN	5230325
DTS	5222474
POD	5206411
DAT	5197825
SOA	5196328
CHO	5154704
WIT	5149169
BBS	5141277
IND	5137910
QUI	5128650
MUG	5112219
IDS	5082346
SLR	5032731
REL	5029379
IGN	5025376
OWL	5010726
NUM	5005434
DIN	4990283
BTW	4983279
ATT	4983068
VET	4982559
PBS	4949103
ALS	4895759
FFL	4895251
HAL	4874383
PPP	4873566
CHE	4863235
IES	4855302
LIN	4841305
HET	4815974
MOL	4813019
NAS	4792910
DET	4786998
XSL	4775572
CTR	4768802
VCD	4746716
GAL	4740469
EMS	4737189
MST	4729417
TOT	4719021
REM	4706130
ELK	4688629
CIS	4681533
REX	4659516
TXT	4657297
SOY	4652673
SUV	4641280
BUD	4638865
MIS	4637449
BBQ	4636060
DMX	4631354
AUF	4615854
ESP	4612780
PKG	4610477
ESL	4608134
DIA	4591255
ATV	4587483
VGA	4587329
SCH	4581399
MFG	4577532
BLK	4565732
DYE	4564149
KIA	4534357
ILE	4529880
BSD	4528704
DEW	4526551
NPR	4514065
GUM	4503031
ADV	4500447
IMC	4498263
UFO	4497899
PCR	4487739
EIN	4487563
FRY	4482394
ROI	4473314
DEG	4438827
BOT	4438718
LEA	4438618
DVI	4419968
APO	4400599
NIH	4397028
HOC	4396598
HDD	4396336
NOS	4388293
SSH	4381215
WAP	4356647
EDU	4350586
MMC	4347714
RMS	4334521
LYS	4312989
GIA	4310747
OPS	4294947
HUH	4290479
EPS	4280377
HMM	4279237
ONT	4269924
CDC	4259074
HSN	4255475
SHY	4248699
SID	4247035
STA	4237091
RET	4235970
DVR	4230068
CDN	4229263
HEX	4217438
CRT	4195744
PTR	4187921
CMD	4175215
ERR	4139438
SUP	4138281
SGH	4132934
AUX	4126536
EEN	4119433
RDF	4119348
POL	4104771
DOO	4102101
MSC	4079737
LIU	4076159
GTA	4074066
ABT	4062793
RGB	4051660
SGT	4043001
AST	4042477
APC	4035654
RUE	4033203
PGA	4028508
ELF	4024474
CES	4023368
CHA	4019243
DUB	4017027
TAI	4011354
PAK	4004319
MOS	4002363
VIS	3991760
HPA	3959218
GOP	3933372
NGO	3931983
PVT	3930463
ATP	3924233
IVY	3922494
MVP	3921996
ARK	3908616
CBC	3906954
SED	3905643
WWE	3883842
COR	3879006
GOO	3878783
NIC	3869264
ACS	3839798
CPA	3834650
JEN	3823290
ARS	3818073
CUE	3810147
PNG	3806867
HAN	3806541
SAC	3803083
PEG	3802883
SVN	3790357
MUM	3764100
ASA	3762120
TWP	3759094
ATX	3757516
HEN	3732543
MIB	3731368
GLU	3727782
TEC	3726338
CSI	3722907
DOI	3719879
BST	3709095
DSP	3697938
TOC	3693115
MMS	3681419
EGO	3678432
NAY	3667089
DLL	3660822
NSF	3654390
DJS	3642345
CUR	3639449
LON	3629057
VIN	3627453
LAM	3621434
ISS	3620766
DCR	3617952
KVM	3606229
MOB	3599356
IMF	3597605
CMP	3574611
UDP	3574123
STS	3573433
ICH	3571980
SBC	3565444
GAG	3563372
GOA	3555223
THR	3550228
EMI	3532925
SIS	3530367
ALE	3528963
SEM	3528520
RCS	3524522
IOS	3522845
YDS	3516174
IVE	3514167
DEI	3495746
DST	3479167
HUT	3471098
MSA	3461617
PCB	3444550
SDK	3444007
DRM	3437532
TAS	3436669
RUB	3432829
GOV	3431706
TER	3431134
CRC	3423870
CHF	3416608
CLR	3415290
VAC	3401745
NAN	3398089
USS	3385393
OCH	3381894
DBA	3376018
CDR	3370870
MSI	3369940
MUS	3363179
MPS	3357826
AGP	3355421
UNC	3335963
ANG	3333618
LIM	3318848
EXC	3315237
EFF	3308296
NES	3304394
TOR	3299295
FRA	3294810
NWT	3294566
OLE	3291808
RSA	3283526
RCW	3283008
THS	3279321
ELI	3278540
MEG	3271056
KHZ	3259435
APS	3257224
IIS	3253296
IMP	3243955
UAE	3239142
WEE	3235414
JSP	3235209
GER	3220343
TIS	3210106
OWE	3201488
SOM	3194242
PSA	3188561
TAC	3187998
DLP	3186274
HUD	3169273
MOV	3168655
AFP	3158153
NED	3152758
UTF	3151108
THA	3139708
ORE	3138666
NFS	3132863
LAC	3129942
EDI	3122823
PID	3108537
XII	3107589
DEP	3107120
EMC	3100554
GPA	3094981
NIP	3086133
BEL	3081561
TSP	3074410
SHA	3073678
MRI	3071065
HUM	3070763
BIS	3068458
AIX	3058682
CNC	3053822
IDA	3034017
REQ	3021355
SAR	3014777
PEP	3012344
PSC	3006303
MER	3000228
ICC	2987211
RAD	2980258
GUT	2979963
YEP	2978207
IEC	2977685
ESA	2975827
UML	2973674
BUR	2973485
SPI	2967855
ELM	2957553
HUG	2943073
PPL	2936623
HEP	2932339
TOS	2928680
HCL	2927881
SCO	2926215
ENV	2919680
PHS	2917754
MAH	2914980
ABN	2911684
WAT	2896705
REY	2896655
YAY	2893326
MFR	2884236
BOO	2884230
AFB	2879707
EXE	2876913
TCL	2870388
TOW	2869301
QOS	2866947
HGH	2857258
ACK	2852879
NYT	2851907
HAI	2849557
BEI	2832217
DMC	2832054
ADJ	2825380
RIG	2821809
SAX	2819089
OSS	2816145
ASC	2812995
NSU	2811067
WKS	2808877
FAA	2806551
WMV	2803537
LAO	2803492
JEW	2802302
JAW	2797270
RBI	2786599
LAG	2776554
FYI	2775670
ICS	2774664
APA	2774295
AXE	2764176
CUZ	2759008
AMS	2756672
MGM	2746316
RAS	2743346
RIB	2741585
PHE	2741548
ERS	2739646
SES	2736329
ORD	2733054
BEA	2730891
AMA	2728744
MAL	2725422
ABA	2724411
WOO	2718146
TTY	2715971
BSC	2715633
BBB	2710841
CSA	2704965
FAO	2698710
NWS	2696829
NGC	2681453
NIB	2673739
TAO	2661916
STI	2657216
CCC	2653254
HEH	2645768
ETA	2639873
AMC	2631713
KOS	2630462
TAU	2618285
NSA	2618170
BEG	2616794
PSU	2613736
OGG	2607373
TNT	2604555
OMG	2600065
CLE	2591097
TYR	2587078
ESQ	2586164
KAT	2581765
SOS	2579597
LSU	2579406
GAO	2577702
UID	2575374
FAV	2574840
UMD	2573596
GDB	2573470
BRO	2572817
FAB	2572142
QUO	2567723
LEI	2563419
STU	2557663
RPC	2556471
THB	2554386
ITA	2553088
IDG	2550907
WES	2548030
DDS	2547777
DEB	2545057
CPC	2542313
ALR	2539565
ROE	2536469
CME	2534937
ECC	2524797
CRS	2516542
SSI	2513247
GLY	2508067
AAC	2501919
CBD	2500767
AFL	2500467
HAR	2500142
RFP	2482763
COA	2481885
TRA	2477461
NAP	2473014
THO	2468927
VIE	2467637
GIL	2466786
SLE	2466708
SCR	2464405
PDB	2445413
APE	2433746
SVC	2433201
GEE	2433166
DCP	2431185
PTE	2428751
ORS	2428335
CPS	2426767
LEX	2424291
ABE	2420884
ROC	2420867
POW	2417177
LIC	2412629
FTE	2410575
STL	2410217
GSA	2407008
IMO	2398408
OTC	2394381
SSA	2394130
ITU	2381042
MPI	2380878
RAG	2379816
LEC	2371331
LOB	2370806
HBO	2369976
SUS	2367695
YUM	2362952
POE	2358805
GAN	2356874
ANS	2348913
DAR	2345848
NRC	2344524
CHR	2341619
WTF	2336576
SCM	2334976
FNO	2333219
KIN	2331005
KOH	2330943
SPD	2329507
ZUR	2326312
FPS	2326094
ACL	2317468
LUV	2317005
FIR	2312692
DBZ	2308696
TEM	2303587
EVO	2302762
MIR	2301062
EMO	2298484
IDC	2290381
ADC	2286745
CRE	2279903
UBC	2277610
PRI	2274142
HOG	2268262
SAL	2265728
CSU	2262407
FSA	2260599
XIV	2259150
SGD	2258779
NAD	2257673
OBS	2256448
CAO	2256157
FTD	2254313
RUM	2253411
ASM	2249397
SMB	2249340
BLU	2247636
ORB	2247433
BSE	2246795
AWE	2241800
DAL	2237668
CUB	2235775
PSY	2233577
MOC	2233182
DAU	2233093
XXL	2228696
LUG	2223791
BOS	2222737
WWF	2222487
SMC	2221367
IPO	2219587
TEK	2219164
IPC	2218670
BIB	2217795
MDT	2215115
TAM	2214121
CPR	2207694
AMI	2202799
HID	2201472
ITK	2188783
KMS	2188696
NOD	2188223
OCR	2187412
THN	2177684
JIN	2171963
WIE	2167727
DWI	2167694
UMA	2166436
ITC	2163514
KPX	2162576
KAN	2160933
EAN	2157566
FLA	2156973
WIG	2151939
SKA	2145956
DMA	2144078
SME	2142571
ATL	2141257
IMS	2140644
SPP	2139409
OHM	2137321
MFC	2136307
MCA	2134338
NMR	2133501
MSO	2131250
HTM	2130942
ATS	2130612
TAL	2129892
BER	2128430
DHS	2128002
MSU	2120248
TLC	2118697
RYE	2118455
FTA	2116919
PLS	2114116
BMX	2113172
LAD	2112499
ORA	2111128
BAL	2110992
FSB	2106549
CNS	2105883
MLM	2104801
WIL	2097363
SHI	2096174
GEV	2095907
LAX	2093131
OMB	2092493
WEI	2092089
BAC	2091886
REI	2091264
REN	2090330
CPL	2090322
SBS	2090228
PEA	2085825
SWF	2084600
RUS	2080985
TBD	2074334
IPB	2072751
ASU	2072567
TSN	2070351
BDD	2067818
CSC	2067657
NEU	2065780
HEM	2064628
GLN	2062418
ECT	2056954
STO	2056298
ESC	2054520
STP	2053839
MOT	2052874
ARI	2051728
AVR	2051178
PPT	2050070
CTS	2047919
QTR	2046531
RAE	2046470
BAS	2042968
WMD	2041245
PMS	2041156
CFS	2040025
FFI	2039721
ROT	2038597
TCM	2038565
PRC	2034927
AFC	2030457
DCS	2022676
EMU	2020275
MCI	2018864
SYN	2017477
SGI	2017460
TIA	2014530
SRL	2012900
WAI	2011508
THX	2008850
PAW	2004599
LUX	2004493
ISL	2003376
CIT	2000858
XVI	2000795
TTL	2000227
BMP	1997020
DSS	1995347
LUC	1995235
BAM	1994832
SSK	1992416
SEK	1987463
DSM	1987204
DEA	1986635
SPC	1984949
OSX	1983123
LDS	1979667
GRE	1978625
DAB	1978263
BPM	1977162
GED	1973444
PCG	1968097
VOR	1966243
ATC	1965376
PIM	1958565
SMP	1957036
ADR	1955427
GIN	1953412
SLI	1945369
MIO	1944066
AES	1943495
SNP	1942883
PAP	1940941
ADM	1939605
ISD	1939442
CEN	1937421
SBA	1935316
REA	1933488
SNR	1932969
ECS	1932676
NRS	1931998
CFA	1931070
NOM	1931008
PPS	1930870
NTP	1929658
HEE	1926997
OPP	1926557
DUG	1923261
CLI	1922413
TIC	1920206
LPS	1914435
PDP	1914022
GPO	1910748
MOE	1905667
FAM	1896046
NEL	1895779
BMI	1894893
EIS	1890885
ISH	1886194
MLA	1885557
CHU	1884237
ARR	1881385
ABI	1876210
CPP	1874317
SPF	1872233
VOX	1869085
CPI	1863331
NIS	1862128
CRN	1859800
CID	1859604
MMF	1858564
COE	1857824
FAC	1857488
RIC	1854210
RTF	1845598
BMC	1842552
EIA	1841709
AFF	1840279
JFK	1838580
RAF	1838579
MOP	1838160
URN	1838000
PEI	1837362
EAS	1837012
ADP	1836423
KEV	1833602
ZOE	1830206
CSR	1829287
SOO	1828088
PLY	1824830
DVB	1824140
MSM	1822715
RAC	1822698
CDP	1815535
NUR	1813601
MEV	1812780
UNO	1812516
COT	1811236
SDN	1808612
MTA	1808429
ITY	1802837
ESD	1802539
GND	1797544
IRE	1797064
OSU	1796471
GUS	1795932
UTP	1795706
JPY	1795307
CCM	1792700
BMG	1790663
CSV	1789174
WEN	1787310
ATK	1785517
OKI	1783673
JBL	1780016
VEL	1779042
ILO	1778064
PCM	1776396
DTD	1774926
MDA	1773749
NOK	1769062
CAA	1766681
TAD	1766251
HHS	1764661
CCA	1761844
SVG	1758881
MVC	1757949
SEW	1756454
HUN	1753259
ORO	1751970
MYR	1751884
MPC	1745549
FOB	1745293
IFS	1742322
MPA	1741311
RAO	1741309
ARP	1740980
PAX	1739062
TAJ	1738911
NIE	1735620
CPT	1731671
FTC	1731233
MFT	1730512
OOH	1728850
BOD	1728526
YIN	1727888
ASI	1727387
CPM	1725820
BOP	1725693
SMF	1721911
AUT	1719687
GAM	1717331
XTC	1715288
WAC	1714863
DEX	1712379
HMS	1711533
IBN	1710709
ASF	1709180
PFC	1708862
CTX	1706946
MMM	1705485
IRQ	1701823
SDL	1701563
TTF	1696817
ACA	1695703
FPO	1695624
FRE	1694712
MDS	1694073
BOA	1692885
NCR	1691517
VOC	1690816
YER	1690747
RTS	1690444
CAC	1688583
TEH	1688205
MES	1685857
LEV	1683199
RAI	1682546
AFT	1679356
BHD	1679217
CPG	1678065
TES	1677227
SDS	1674693
DUN	1673771
LIS	1671786
SRS	1670562
HUA	1670186
VOS	1667880
XDA	1667186
CFO	1664414
VHF	1663087
TDK	1657290
FHA	1656402
NOX	1655793
SCA	1654674
TLS	1654661
VIZ	1654193
PLZ	1653411
DSA	1650744
DAG	1649705
ESS	1649372
MOI	1644951
ODE	1644895
EMP	1643968
DIT	1643411
AMT	1642018
AVS	1640739
ORF	1637492
AMG	1633010
MOO	1631972
CPE	1630035
SST	1626557
ACP	1624489
TDS	1623347
PAZ	1620531
LAI	1620043
HES	1618232
DAC	1618101
ROS	1617065
MNT	1615936
FAS	1614215
PTA	1610659
POY	1610489
MAO	1610486
YUP	1605889
OCC	1603222
YAN	1602598
TCO	1602155
EEO	1600660
DKK	1599292
SSE	1599055
BGP	1597907
DNC	1596534
JUG	1596524
BCI	1596096
LST	1593082
AIS	1593010
RST	1592042
ECM	1591302
FEM	1590900
SPE	1590892
ANI	1590450
POO	1589025
AGM	1588758
SAI	1587821
CSO	1585638
MEI	1582288
MCG	1582176
HOB	1582154
LVL	1578980
ADO	1577461
NEG	1576110
RMA	1575379
PUG	1573807
SRP	1572924
TAT	1572566
TUG	1571859
HMV	1570993
DRS	1569784
THI	1569597
MTS	1564993
PIP	1564790
PUP	1564770
CDM	1561876
ICY	1560875
SUI	1558304
CCS	1556558
SEG	1556532
SLA	1554815
MCC	1552215
HOU	1552160
FOE	1551784
NUN	1550442
ISI	1548687
CVE	1546877
CLS	1546659
ECN	1542466
TWN	1537367
UTD	1536024
SUL	1533755
XFM	1532105
SPS	1531716
MCS	1530966
CMC	1529724
CNT	1529574
AAN	1528815
NAH	1527428
EEK	1525973
VDC	1525497
XYZ	1524657
BUM	1523602
VIM	1522278
SSP	1521575
ICP	1520260
WIR	1520137
UGM	1518233
BSA	1518101
IMA	1513442
MTN	1512743
PBX	1512302
INV	1511462
PLN	1511242
CIN	1511114
MSP	1510916
NRT	1510098
AFS	1507706
OST	1505328
AHA	1504696
DRE	1503087
GIT	1499593
NPS	1498002
AFR	1497917
EJB	1497479
AFI	1496874
CFP	1493033
OSI	1492702
HMO	1491986
BLM	1490407
MTG	1490213
CMA	1486918
TDD	1484708
DCC	1483624
BTU	1483619
SUD	1482894
KDA	1481243
GYN	1478793
ELY	1478336
HOE	1477042
UGG	1475746
PVR	1473685
DMS	1472768
DNR	1472344
NEE	1470805
RTP	1469435
UMM	1468963
EAP	1468506
ISM	1467998
DNP	1466338
RBD	1464119
XFF	1463722
LNG	1461692
PDS	1461648
INI	1459517
MRC	1459491
NCC	1459114
LDL	1457107
PGS	1456934
HUE	1456848
XGA	1456754
EOF	1452081
ITO	1452008
MIG	1449194
NDP	1448007
ITT	1446494
LEY	1444718
IKE	1444273
IFF	1443652
IBS	1442729
PIR	1440730
LOI	1439968
TYP	1439556
MGT	1435720
MGR	1434030
VUE	1433007
MEX	1431119
SEL	1429135
HMC	1425449
NID	1424780
FFM	1424480
DUH	1424410
HSE	1424092
WAH	1423019
MOR	1421481
IRB	1419944
AVA	1419781
AMR	1419331
ECU	1419299
CRD	1418753
TRP	1418657
PSD	1416527
ADB	1416413
IAS	1415876
PAI	1414879
FIC	1414405
NIX	1414384
TAK	1414341
FDI	1413836
NPC	1412376
BUN	1410710
CIP	1410346
LSC	1409103
XEN	1406658
SCC	1404249
RAJ	1404214
ANH	1399801
DAI	1399309
SSC	1399206
BPS	1395862
CCG	1395440
JIG	1392504
SPL	1392410
QUA	1392046
CLA	1388822
CBR	1386776
PAB	1386417
HOM	1386246
CUL	1384373
SAE	1382983
PRS	1380548
SSB	1380344
CPD	1379260
ECE	1378756
NTL	1374631
BYU	1371972
SDP	1369535
FAY	1368931
IEP	1366037
GPG	1364699
ENE	1363827
MTB	1359115
AED	1356539
VMS	1356380
WNO	1356364
DBI	1356286
ORR	1355860
UVA	1355326
FGA	1355065
ESE	1353074
ILS	1352844
CIV	1351849
FRO	1350640
DSN	1350213
UHF	1348919
PHY	1347534
STH	1347033
SLC	1346401
CFL	1346254
NCI	1345929
NGA	1345823
ISN	1345149
LAU	1344810
KWH	1342950
SPV	1341832
ETS	1341111
HOO	1340710
ARA	1337611
TRU	1337210
TAY	1336095
CTC	1334557
AEG	1333387
LCS	1333031
UNS	1331118
GPM	1328603
HOH	1328073
HLA	1327538
ADI	1326458
HFS	1326150
NAL	1325684
MEA	1324431
PCA	1323349
CEL	1322845
DWL	1320263
NEA	1319530
CBT	1317693
OTI	1317269
AAS	1317123
JAS	1316739
SMA	1316487
EPI	1315354
AME	1314750
MPN	1312813
CSE	1312436
DRI	1308376
JPN	1307013
NYE	1306440
CDW	1305841
DIF	1304707
ISC	1304021
TRE	1301732
OFT	1301717
BNC	1300125
RIA	1299359
CDI	1299250
CLP	1298786
PUN	1298700
TAE	1295188
WKH	1294130
NYU	1291372
DPS	1290835
DOL	1290674
WRT	1290357
PPG	1289322
SYM	1289278
PLA	1288766
NFC	1288757
INA	1286713
MGA	1284861
LSD	1284458
SOW	1282086
WIZ	1281900
ITV	1281267
BCE	1280527
SSN	1279707
MOU	1279615
HPV	1279432
